TREE	ALN	ALNLEN	mean_BSS	median_BSS	evoRate
91730at147550.cds.clipkit.FT.tre	91730at147550.cds.clipkit	1248	0.8117	0.8117	0.0768
91759at147550.cds.clipkit.FT.tre	91759at147550.cds.clipkit	1071	0.7715	0.7715	0.0505
92166at147550.cds.clipkit.FT.tre	92166at147550.cds.clipkit	993	0.7528	0.7528	0.0324
92297at147550.cds.clipkit.FT.tre	92297at147550.cds.clipkit	630	0.7771	0.7771	0.0695
92473at147550.cds.clipkit.FT.tre	92473at147550.cds.clipkit	4467	0.8602	0.8602	0.096
9270at147550.cds.clipkit.FT.tre	9270at147550.cds.clipkit	7299	0.8557	0.8557	0.0662
9272at147550.cds.clipkit.FT.tre	9272at147550.cds.clipkit	8355	0.8951	0.8951	0.1407
92641at147550.cds.clipkit.FT.tre	92641at147550.cds.clipkit	1287	0.781	0.781	0.0226
92731at147550.cds.clipkit.FT.tre	92731at147550.cds.clipkit	1473	0.7907	0.7907	0.0682
9273at147550.cds.clipkit.FT.tre	9273at147550.cds.clipkit	16641	0.8805	0.8805	0.1188
92939at147550.cds.clipkit.FT.tre	92939at147550.cds.clipkit	4824	0.8437	0.8437	0.0474
93170at147550.cds.clipkit.FT.tre	93170at147550.cds.clipkit	1302	0.8266	0.8266	0.0632
93468at147550.cds.clipkit.FT.tre	93468at147550.cds.clipkit	3237	0.8405	0.8405	0.1805
93357at147550.cds.clipkit.FT.tre	93357at147550.cds.clipkit	1677	0.8269	0.8269	0.0662
93457at147550.cds.clipkit.FT.tre	93457at147550.cds.clipkit	2934	0.814	0.814	0.0834
93670at147550.cds.clipkit.FT.tre	93670at147550.cds.clipkit	1335	0.7923	0.7923	0.0542
94742at147550.cds.clipkit.FT.tre	94742at147550.cds.clipkit	699	0.7335	0.7335	0.033
93366at147550.cds.clipkit.FT.tre	93366at147550.cds.clipkit	1299	0.8127	0.8127	0.056
94787at147550.cds.clipkit.FT.tre	94787at147550.cds.clipkit	2877	0.8146	0.8146	0.0565
94878at147550.cds.clipkit.FT.tre	94878at147550.cds.clipkit	1239	0.783	0.783	0.0459
94929at147550.cds.clipkit.FT.tre	94929at147550.cds.clipkit	1146	0.7252	0.7252	0.0255
94846at147550.cds.clipkit.FT.tre	94846at147550.cds.clipkit	1176	0.7306	0.7306	0.0438
94792at147550.cds.clipkit.FT.tre	94792at147550.cds.clipkit	633	0.7216	0.7216	0.0285
96207at147550.cds.clipkit.FT.tre	96207at147550.cds.clipkit	1668	0.7596	0.7596	0.0319
95704at147550.cds.clipkit.FT.tre	95704at147550.cds.clipkit	1194	0.8051	0.8051	0.0619
9626at147550.cds.clipkit.FT.tre	9626at147550.cds.clipkit	4221	0.9133	0.9133	0.0559
95645at147550.cds.clipkit.FT.tre	95645at147550.cds.clipkit	2970	0.8726	0.8726	0.0475
9759at147550.cds.clipkit.FT.tre	9759at147550.cds.clipkit	7998	0.8973	0.8973	0.1042
95565at147550.cds.clipkit.FT.tre	95565at147550.cds.clipkit	1695	0.8509	0.8509	0.1957
97361at147550.cds.clipkit.FT.tre	97361at147550.cds.clipkit	1509	0.8028	0.8028	0.0649
97305at147550.cds.clipkit.FT.tre	97305at147550.cds.clipkit	723	0.7802	0.7802	0.0347
9556at147550.cds.clipkit.FT.tre	9556at147550.cds.clipkit	3537	0.8528	0.8528	0.0526
97442at147550.cds.clipkit.FT.tre	97442at147550.cds.clipkit	657	0.6614	0.6614	0.0133
97405at147550.cds.clipkit.FT.tre	97405at147550.cds.clipkit	2610	0.817	0.817	0.045
96107at147550.cds.clipkit.FT.tre	96107at147550.cds.clipkit	498	0.7195	0.7195	0.0207
95835at147550.cds.clipkit.FT.tre	95835at147550.cds.clipkit	3369	0.8522	0.8522	0.1066
96811at147550.cds.clipkit.FT.tre	96811at147550.cds.clipkit	1605	0.7832	0.7832	0.0455
97441at147550.cds.clipkit.FT.tre	97441at147550.cds.clipkit	2382	0.7057	0.7057	0.0904
100566at147550.cds.clipkit.FT.tre	100566at147550.cds.clipkit	3126	0.8192	0.8192	0.118
98155at147550.cds.clipkit.FT.tre	98155at147550.cds.clipkit	1455	0.7935	0.7935	0.0793
9736at147550.cds.clipkit.FT.tre	9736at147550.cds.clipkit	7185	0.8571	0.8571	0.0584
98264at147550.cds.clipkit.FT.tre	98264at147550.cds.clipkit	1707	0.802	0.802	0.042
96650at147550.cds.clipkit.FT.tre	96650at147550.cds.clipkit	1374	0.7921	0.7921	0.0376
98339at147550.cds.clipkit.FT.tre	98339at147550.cds.clipkit	1431	0.7838	0.7838	0.0459
100462at147550.cds.clipkit.FT.tre	100462at147550.cds.clipkit	759	0.7594	0.7594	0.0321
97868at147550.cds.clipkit.FT.tre	97868at147550.cds.clipkit	3738	0.7594	0.7594	0.0292
96417at147550.cds.clipkit.FT.tre	96417at147550.cds.clipkit	2085	0.8618	0.8618	0.0965
97077at147550.cds.clipkit.FT.tre	97077at147550.cds.clipkit	831	0.7919	0.7919	0.0314
9739at147550.cds.clipkit.FT.tre	9739at147550.cds.clipkit	5220	0.8744	0.8744	0.0527
97554at147550.cds.clipkit.FT.tre	97554at147550.cds.clipkit	3657	0.8928	0.8928	0.2542
98818at147550.cds.clipkit.FT.tre	98818at147550.cds.clipkit	489	0.6297	0.6297	0.0193
100275at147550.cds.clipkit.FT.tre	100275at147550.cds.clipkit	2862	0.8501	0.8501	0.1077
976at147550.cds.clipkit.FT.tre	976at147550.cds.clipkit	7047	0.8854	0.8854	0.0441
97689at147550.cds.clipkit.FT.tre	97689at147550.cds.clipkit	1683	0.7613	0.7613	0.0344
98360at147550.cds.clipkit.FT.tre	98360at147550.cds.clipkit	4317	0.8583	0.8583	0.1011
98277at147550.cds.clipkit.FT.tre	98277at147550.cds.clipkit	1284	0.8057	0.8057	0.0441
100705at147550.cds.clipkit.FT.tre	100705at147550.cds.clipkit	3504	0.8447	0.8447	0.0583
103075at147550.cds.clipkit.FT.tre	103075at147550.cds.clipkit	1134	0.7278	0.7278	0.0291
99948at147550.cds.clipkit.FT.tre	99948at147550.cds.clipkit	1608	0.7361	0.7361	0.024
102705at147550.cds.clipkit.FT.tre	102705at147550.cds.clipkit	1626	0.8037	0.8037	0.0477
102474at147550.cds.clipkit.FT.tre	102474at147550.cds.clipkit	1443	0.7818	0.7818	0.0389
100535at147550.cds.clipkit.FT.tre	100535at147550.cds.clipkit	2997	0.8114	0.8114	0.0447
104098at147550.cds.clipkit.FT.tre	104098at147550.cds.clipkit	516	0.7006	0.7006	0.0371
103948at147550.cds.clipkit.FT.tre	103948at147550.cds.clipkit	1224	0.8147	0.8147	0.0601
10337at147550.cds.clipkit.FT.tre	10337at147550.cds.clipkit	3111	0.8585	0.8585	0.0436
105127at147550.cds.clipkit.FT.tre	105127at147550.cds.clipkit	648	0.7709	0.7709	0.0585
103721at147550.cds.clipkit.FT.tre	103721at147550.cds.clipkit	1110	0.7168	0.7168	0.0262
107501at147550.cds.clipkit.FT.tre	107501at147550.cds.clipkit	1521	0.7058	0.7058	0.0309
104466at147550.cds.clipkit.FT.tre	104466at147550.cds.clipkit	756	0.7453	0.7453	0.0512
1047at147550.cds.clipkit.FT.tre	1047at147550.cds.clipkit	7509	0.8966	0.8966	0.0491
107520at147550.cds.clipkit.FT.tre	107520at147550.cds.clipkit	1305	0.7736	0.7736	0.0759
107024at147550.cds.clipkit.FT.tre	107024at147550.cds.clipkit	1179	0.7186	0.7186	0.0193
108059at147550.cds.clipkit.FT.tre	108059at147550.cds.clipkit	1122	0.8259	0.8259	0.1217
109841at147550.cds.clipkit.FT.tre	109841at147550.cds.clipkit	687	0.7071	0.7071	0.0362
109286at147550.cds.clipkit.FT.tre	109286at147550.cds.clipkit	543	0.7535	0.7535	0.033
110089at147550.cds.clipkit.FT.tre	110089at147550.cds.clipkit	1209	0.7923	0.7923	0.0557
12958at147550.cds.clipkit.FT.tre	12958at147550.cds.clipkit	5442	0.8607	0.8607	0.0672
111057at147550.cds.clipkit.FT.tre	111057at147550.cds.clipkit	363	0.6824	0.6824	0.0265
14074at147550.cds.clipkit.FT.tre	14074at147550.cds.clipkit	5769	0.899	0.899	0.0775
14542at147550.cds.clipkit.FT.tre	14542at147550.cds.clipkit	4611	0.9157	0.9157	0.1035
11470at147550.cds.clipkit.FT.tre	11470at147550.cds.clipkit	4839	0.8599	0.8599	0.0559
14360at147550.cds.clipkit.FT.tre	14360at147550.cds.clipkit	5040	0.8602	0.8602	0.0672
15027at147550.cds.clipkit.FT.tre	15027at147550.cds.clipkit	7083	0.8613	0.8613	0.0678
16634at147550.cds.clipkit.FT.tre	16634at147550.cds.clipkit	6570	0.8819	0.8819	0.047
15342at147550.cds.clipkit.FT.tre	15342at147550.cds.clipkit	4335	0.8694	0.8694	0.0408
16633at147550.cds.clipkit.FT.tre	16633at147550.cds.clipkit	8313	0.9283	0.9283	0.1366
17325at147550.cds.clipkit.FT.tre	17325at147550.cds.clipkit	2709	0.8107	0.8107	0.0446
17052at147550.cds.clipkit.FT.tre	17052at147550.cds.clipkit	4722	0.8919	0.8919	0.1028
23721at147550.cds.clipkit.FT.tre	23721at147550.cds.clipkit	5412	0.8872	0.8872	0.05
23247at147550.cds.clipkit.FT.tre	23247at147550.cds.clipkit	3711	0.8701	0.8701	0.0808
20463at147550.cds.clipkit.FT.tre	20463at147550.cds.clipkit	10407	0.9192	0.9192	0.1624
18940at147550.cds.clipkit.FT.tre	18940at147550.cds.clipkit	4368	0.8539	0.8539	0.062
25456at147550.cds.clipkit.FT.tre	25456at147550.cds.clipkit	1863	0.8166	0.8166	0.0197
27242at147550.cds.clipkit.FT.tre	27242at147550.cds.clipkit	3381	0.8749	0.8749	0.0996
2625at147550.cds.clipkit.FT.tre	2625at147550.cds.clipkit	33333	0.9091	0.9091	0.0681
25907at147550.cds.clipkit.FT.tre	25907at147550.cds.clipkit	4221	0.8432	0.8432	0.0351
2374at147550.cds.clipkit.FT.tre	2374at147550.cds.clipkit	11055	0.9145	0.9145	0.0398
28395at147550.cds.clipkit.FT.tre	28395at147550.cds.clipkit	4029	0.8648	0.8648	0.0559
23722at147550.cds.clipkit.FT.tre	23722at147550.cds.clipkit	5799	0.8716	0.8716	0.0849
19546at147550.cds.clipkit.FT.tre	19546at147550.cds.clipkit	5085	0.8312	0.8312	0.0292
29538at147550.cds.clipkit.FT.tre	29538at147550.cds.clipkit	7152	0.8284	0.8284	0.0226
20174at147550.cds.clipkit.FT.tre	20174at147550.cds.clipkit	3744	0.8736	0.8736	0.0637
24416at147550.cds.clipkit.FT.tre	24416at147550.cds.clipkit	5805	0.8985	0.8985	0.0685
28847at147550.cds.clipkit.FT.tre	28847at147550.cds.clipkit	2505	0.8535	0.8535	0.2342
27401at147550.cds.clipkit.FT.tre	27401at147550.cds.clipkit	1968	0.8447	0.8447	0.0375
28349at147550.cds.clipkit.FT.tre	28349at147550.cds.clipkit	3753	0.8716	0.8716	0.0331
31571at147550.cds.clipkit.FT.tre	31571at147550.cds.clipkit	3642	0.8468	0.8468	0.0923
23893at147550.cds.clipkit.FT.tre	23893at147550.cds.clipkit	3768	0.8748	0.8748	0.1287
33274at147550.cds.clipkit.FT.tre	33274at147550.cds.clipkit	3114	0.847	0.847	0.0323
27205at147550.cds.clipkit.FT.tre	27205at147550.cds.clipkit	3330	0.8652	0.8652	0.0467
30189at147550.cds.clipkit.FT.tre	30189at147550.cds.clipkit	3750	0.8331	0.8331	0.0318
2981at147550.cds.clipkit.FT.tre	2981at147550.cds.clipkit	6732	0.893	0.893	0.0607
21740at147550.cds.clipkit.FT.tre	21740at147550.cds.clipkit	3666	0.8619	0.8619	0.0334
26718at147550.cds.clipkit.FT.tre	26718at147550.cds.clipkit	4167	0.8905	0.8905	0.0407
33978at147550.cds.clipkit.FT.tre	33978at147550.cds.clipkit	2061	0.7874	0.7874	0.0282
32744at147550.cds.clipkit.FT.tre	32744at147550.cds.clipkit	7452	0.8838	0.8838	0.0687
26461at147550.cds.clipkit.FT.tre	26461at147550.cds.clipkit	3975	0.8545	0.8545	0.0793
31347at147550.cds.clipkit.FT.tre	31347at147550.cds.clipkit	7407	0.8914	0.8914	0.0591
29772at147550.cds.clipkit.FT.tre	29772at147550.cds.clipkit	3621	0.883	0.883	0.0984
32454at147550.cds.clipkit.FT.tre	32454at147550.cds.clipkit	4467	0.8889	0.8889	0.0523
27315at147550.cds.clipkit.FT.tre	27315at147550.cds.clipkit	3441	0.8348	0.8348	0.1225
30753at147550.cds.clipkit.FT.tre	30753at147550.cds.clipkit	5799	0.8767	0.8767	0.1912
3470at147550.cds.clipkit.FT.tre	3470at147550.cds.clipkit	8811	0.8989	0.8989	0.0712
35060at147550.cds.clipkit.FT.tre	35060at147550.cds.clipkit	7107	0.8867	0.8867	0.0914
35206at147550.cds.clipkit.FT.tre	35206at147550.cds.clipkit	4794	0.8818	0.8818	0.0621
33713at147550.cds.clipkit.FT.tre	33713at147550.cds.clipkit	2955	0.8691	0.8691	0.0789
34730at147550.cds.clipkit.FT.tre	34730at147550.cds.clipkit	2985	0.8525	0.8525	0.0388
36963at147550.cds.clipkit.FT.tre	36963at147550.cds.clipkit	5082	0.8669	0.8669	0.0764
37134at147550.cds.clipkit.FT.tre	37134at147550.cds.clipkit	3948	0.8507	0.8507	0.0535
37141at147550.cds.clipkit.FT.tre	37141at147550.cds.clipkit	6174	0.8784	0.8784	0.1713
37279at147550.cds.clipkit.FT.tre	37279at147550.cds.clipkit	3978	0.8911	0.8911	0.1063
36555at147550.cds.clipkit.FT.tre	36555at147550.cds.clipkit	8322	0.8963	0.8963	0.1542
36056at147550.cds.clipkit.FT.tre	36056at147550.cds.clipkit	1827	0.8464	0.8464	0.0359
38023at147550.cds.clipkit.FT.tre	38023at147550.cds.clipkit	9954	0.9117	0.9117	0.0833
39727at147550.cds.clipkit.FT.tre	39727at147550.cds.clipkit	3597	0.8777	0.8777	0.1003
39248at147550.cds.clipkit.FT.tre	39248at147550.cds.clipkit	1716	0.8492	0.8492	0.0327
39517at147550.cds.clipkit.FT.tre	39517at147550.cds.clipkit	4230	0.9022	0.9022	0.1196
39832at147550.cds.clipkit.FT.tre	39832at147550.cds.clipkit	2712	0.847	0.847	0.0436
39896at147550.cds.clipkit.FT.tre	39896at147550.cds.clipkit	2676	0.8387	0.8387	0.0686
40555at147550.cds.clipkit.FT.tre	40555at147550.cds.clipkit	8397	0.9113	0.9113	0.1982
4057at147550.cds.clipkit.FT.tre	4057at147550.cds.clipkit	7695	0.8807	0.8807	0.0447
41566at147550.cds.clipkit.FT.tre	41566at147550.cds.clipkit	5811	0.8434	0.8434	0.0626
40664at147550.cds.clipkit.FT.tre	40664at147550.cds.clipkit	3588	0.8796	0.8796	0.1236
40656at147550.cds.clipkit.FT.tre	40656at147550.cds.clipkit	7242	0.8662	0.8662	0.0472
41174at147550.cds.clipkit.FT.tre	41174at147550.cds.clipkit	3738	0.8495	0.8495	0.0807
42890at147550.cds.clipkit.FT.tre	42890at147550.cds.clipkit	7950	0.8738	0.8738	0.081
43374at147550.cds.clipkit.FT.tre	43374at147550.cds.clipkit	3210	0.8239	0.8239	0.0612
44134at147550.cds.clipkit.FT.tre	44134at147550.cds.clipkit	4128	0.8398	0.8398	0.1525
43948at147550.cds.clipkit.FT.tre	43948at147550.cds.clipkit	6588	0.9312	0.9312	0.5165
457at147550.cds.clipkit.FT.tre	457at147550.cds.clipkit	12588	0.8891	0.8891	0.0393
44217at147550.cds.clipkit.FT.tre	44217at147550.cds.clipkit	2598	0.8249	0.8249	0.1034
46464at147550.cds.clipkit.FT.tre	46464at147550.cds.clipkit	3555	0.8804	0.8804	0.1698
48519at147550.cds.clipkit.FT.tre	48519at147550.cds.clipkit	2421	0.8533	0.8533	0.0597
4474at147550.cds.clipkit.FT.tre	4474at147550.cds.clipkit	3807	0.89	0.89	0.0406
47025at147550.cds.clipkit.FT.tre	47025at147550.cds.clipkit	6339	0.8712	0.8712	0.0896
48882at147550.cds.clipkit.FT.tre	48882at147550.cds.clipkit	4326	0.8273	0.8273	0.0542
48393at147550.cds.clipkit.FT.tre	48393at147550.cds.clipkit	4884	0.8857	0.8857	0.0713
49377at147550.cds.clipkit.FT.tre	49377at147550.cds.clipkit	7494	0.932	0.932	0.2712
46346at147550.cds.clipkit.FT.tre	46346at147550.cds.clipkit	2601	0.8526	0.8526	0.0438
52198at147550.cds.clipkit.FT.tre	52198at147550.cds.clipkit	2292	0.8163	0.8163	0.0523
50725at147550.cds.clipkit.FT.tre	50725at147550.cds.clipkit	1386	0.792	0.792	0.0252
53792at147550.cds.clipkit.FT.tre	53792at147550.cds.clipkit	2655	0.8155	0.8155	0.0627
49480at147550.cds.clipkit.FT.tre	49480at147550.cds.clipkit	1950	0.8266	0.8266	0.0533
59380at147550.cds.clipkit.FT.tre	59380at147550.cds.clipkit	1863	0.8185	0.8185	0.0408
56684at147550.cds.clipkit.FT.tre	56684at147550.cds.clipkit	2430	0.8825	0.8825	0.1683
54036at147550.cds.clipkit.FT.tre	54036at147550.cds.clipkit	3135	0.8765	0.8765	0.0919
58492at147550.cds.clipkit.FT.tre	58492at147550.cds.clipkit	2175	0.8252	0.8252	0.0592
56220at147550.cds.clipkit.FT.tre	56220at147550.cds.clipkit	6972	0.8925	0.8925	0.1525
58393at147550.cds.clipkit.FT.tre	58393at147550.cds.clipkit	7617	0.8952	0.8952	0.1198
57324at147550.cds.clipkit.FT.tre	57324at147550.cds.clipkit	1872	0.8093	0.8093	0.0428
56962at147550.cds.clipkit.FT.tre	56962at147550.cds.clipkit	3519	0.8106	0.8106	0.0342
58699at147550.cds.clipkit.FT.tre	58699at147550.cds.clipkit	2376	0.8453	0.8453	0.0456
5696at147550.cds.clipkit.FT.tre	5696at147550.cds.clipkit	4428	0.8905	0.8905	0.0426
51566at147550.cds.clipkit.FT.tre	51566at147550.cds.clipkit	1893	0.8287	0.8287	0.0481
5398at147550.cds.clipkit.FT.tre	5398at147550.cds.clipkit	19821	0.9168	0.9168	0.1006
56545at147550.cds.clipkit.FT.tre	56545at147550.cds.clipkit	4053	0.8609	0.8609	0.1327
62958at147550.cds.clipkit.FT.tre	62958at147550.cds.clipkit	4722	0.8965	0.8965	0.1109
60625at147550.cds.clipkit.FT.tre	60625at147550.cds.clipkit	3561	0.8559	0.8559	0.0344
63517at147550.cds.clipkit.FT.tre	63517at147550.cds.clipkit	2244	0.8732	0.8732	0.075
61471at147550.cds.clipkit.FT.tre	61471at147550.cds.clipkit	2169	0.8562	0.8562	0.0997
6157at147550.cds.clipkit.FT.tre	6157at147550.cds.clipkit	5931	0.8633	0.8633	0.0424
62373at147550.cds.clipkit.FT.tre	62373at147550.cds.clipkit	1593	0.7993	0.7993	0.0307
62298at147550.cds.clipkit.FT.tre	62298at147550.cds.clipkit	4224	0.8945	0.8945	0.1983
64207at147550.cds.clipkit.FT.tre	64207at147550.cds.clipkit	1335	0.817	0.817	0.0372
6089at147550.cds.clipkit.FT.tre	6089at147550.cds.clipkit	7470	0.8982	0.8982	0.088
54731at147550.cds.clipkit.FT.tre	54731at147550.cds.clipkit	3117	0.8504	0.8504	0.0579
64928at147550.cds.clipkit.FT.tre	64928at147550.cds.clipkit	1476	0.8352	0.8352	0.0432
59480at147550.cds.clipkit.FT.tre	59480at147550.cds.clipkit	2838	0.8265	0.8265	0.0451
6634at147550.cds.clipkit.FT.tre	6634at147550.cds.clipkit	5604	0.8649	0.8649	0.0491
62948at147550.cds.clipkit.FT.tre	62948at147550.cds.clipkit	6381	0.8039	0.8039	0.0535
63642at147550.cds.clipkit.FT.tre	63642at147550.cds.clipkit	6843	0.8719	0.8719	0.0823
67241at147550.cds.clipkit.FT.tre	67241at147550.cds.clipkit	2628	0.8188	0.8188	0.0361
72298at147550.cds.clipkit.FT.tre	72298at147550.cds.clipkit	8328	0.8615	0.8615	0.0988
72247at147550.cds.clipkit.FT.tre	72247at147550.cds.clipkit	1053	0.7871	0.7871	0.0372
7275at147550.cds.clipkit.FT.tre	7275at147550.cds.clipkit	4917	0.8638	0.8638	0.0352
69118at147550.cds.clipkit.FT.tre	69118at147550.cds.clipkit	3507	0.8335	0.8335	0.0596
70047at147550.cds.clipkit.FT.tre	70047at147550.cds.clipkit	2145	0.8745	0.8745	0.149
7364at147550.cds.clipkit.FT.tre	7364at147550.cds.clipkit	5931	0.8771	0.8771	0.0473
69382at147550.cds.clipkit.FT.tre	69382at147550.cds.clipkit	2865	0.8624	0.8624	0.0503
73180at147550.cds.clipkit.FT.tre	73180at147550.cds.clipkit	2634	0.8227	0.8227	0.0377
73948at147550.cds.clipkit.FT.tre	73948at147550.cds.clipkit	1995	0.8587	0.8587	0.065
74174at147550.cds.clipkit.FT.tre	74174at147550.cds.clipkit	4212	0.8697	0.8697	0.0558
74721at147550.cds.clipkit.FT.tre	74721at147550.cds.clipkit	2859	0.812	0.812	0.0402
75106at147550.cds.clipkit.FT.tre	75106at147550.cds.clipkit	993	0.8074	0.8074	0.0533
76089at147550.cds.clipkit.FT.tre	76089at147550.cds.clipkit	2430	0.8297	0.8297	0.0896
75150at147550.cds.clipkit.FT.tre	75150at147550.cds.clipkit	1719	0.8261	0.8261	0.0378
77668at147550.cds.clipkit.FT.tre	77668at147550.cds.clipkit	2031	0.8264	0.8264	0.0479
77430at147550.cds.clipkit.FT.tre	77430at147550.cds.clipkit	1311	0.783	0.783	0.0365
7634at147550.cds.clipkit.FT.tre	7634at147550.cds.clipkit	5871	0.8937	0.8937	0.0432
76432at147550.cds.clipkit.FT.tre	76432at147550.cds.clipkit	2874	0.828	0.828	0.0593
78509at147550.cds.clipkit.FT.tre	78509at147550.cds.clipkit	3495	0.8615	0.8615	0.0493
78039at147550.cds.clipkit.FT.tre	78039at147550.cds.clipkit	3114	0.8277	0.8277	0.1016
79238at147550.cds.clipkit.FT.tre	79238at147550.cds.clipkit	1422	0.8118	0.8118	0.0579
81462at147550.cds.clipkit.FT.tre	81462at147550.cds.clipkit	2082	0.8364	0.8364	0.0561
82892at147550.cds.clipkit.FT.tre	82892at147550.cds.clipkit	2973	0.8571	0.8571	0.1142
83554at147550.cds.clipkit.FT.tre	83554at147550.cds.clipkit	2454	0.8769	0.8769	0.0992
83137at147550.cds.clipkit.FT.tre	83137at147550.cds.clipkit	1854	0.8353	0.8353	0.0971
83517at147550.cds.clipkit.FT.tre	83517at147550.cds.clipkit	1113	0.7677	0.7677	0.0318
82666at147550.cds.clipkit.FT.tre	82666at147550.cds.clipkit	3561	0.8491	0.8491	0.0666
82315at147550.cds.clipkit.FT.tre	82315at147550.cds.clipkit	1224	0.7974	0.7974	0.0316
80725at147550.cds.clipkit.FT.tre	80725at147550.cds.clipkit	1806	0.8548	0.8548	0.0627
86340at147550.cds.clipkit.FT.tre	86340at147550.cds.clipkit	5283	0.8538	0.8538	0.032
83972at147550.cds.clipkit.FT.tre	83972at147550.cds.clipkit	2916	0.8388	0.8388	0.0426
92723at147550.cds.clipkit.FT.tre	92723at147550.cds.clipkit	1986	0.7753	0.7753	0.031
84372at147550.cds.clipkit.FT.tre	84372at147550.cds.clipkit	2412	0.8249	0.8249	0.0576
87232at147550.cds.clipkit.FT.tre	87232at147550.cds.clipkit	1656	0.8255	0.8255	0.07
87020at147550.cds.clipkit.FT.tre	87020at147550.cds.clipkit	2655	0.8474	0.8474	0.0924
92724at147550.cds.clipkit.FT.tre	92724at147550.cds.clipkit	1122	0.8325	0.8325	0.0592
92849at147550.cds.clipkit.FT.tre	92849at147550.cds.clipkit	759	0.8199	0.8199	0.0453
84164at147550.cds.clipkit.FT.tre	84164at147550.cds.clipkit	2604	0.793	0.793	0.0817
88429at147550.cds.clipkit.FT.tre	88429at147550.cds.clipkit	5823	0.8693	0.8693	0.0864
90047at147550.cds.clipkit.FT.tre	90047at147550.cds.clipkit	1815	0.7354	0.7354	0.0706
84731at147550.cds.clipkit.FT.tre	84731at147550.cds.clipkit	750	0.7609	0.7609	0.0315
85435at147550.cds.clipkit.FT.tre	85435at147550.cds.clipkit	4059	0.8134	0.8134	0.1142
94278at147550.cds.clipkit.FT.tre	94278at147550.cds.clipkit	819	0.7575	0.7575	0.0425
93640at147550.cds.clipkit.FT.tre	93640at147550.cds.clipkit	1182	0.7036	0.7036	0.0289
96421at147550.cds.clipkit.FT.tre	96421at147550.cds.clipkit	1707	0.7914	0.7914	0.0779
94327at147550.cds.clipkit.FT.tre	94327at147550.cds.clipkit	1692	0.8385	0.8385	0.1911
92981at147550.cds.clipkit.FT.tre	92981at147550.cds.clipkit	1365	0.8225	0.8225	0.042
90859at147550.cds.clipkit.FT.tre	90859at147550.cds.clipkit	1473	0.8276	0.8276	0.079
92790at147550.cds.clipkit.FT.tre	92790at147550.cds.clipkit	1833	0.8105	0.8105	0.0525
95066at147550.cds.clipkit.FT.tre	95066at147550.cds.clipkit	3162	0.7653	0.7653	0.0269
94700at147550.cds.clipkit.FT.tre	94700at147550.cds.clipkit	726	0.7458	0.7458	0.0399
84355at147550.cds.clipkit.FT.tre	84355at147550.cds.clipkit	1788	0.7804	0.7804	0.0269
93713at147550.cds.clipkit.FT.tre	93713at147550.cds.clipkit	1614	0.8156	0.8156	0.1035
96163at147550.cds.clipkit.FT.tre	96163at147550.cds.clipkit	1035	0.7602	0.7602	0.0436
95217at147550.cds.clipkit.FT.tre	95217at147550.cds.clipkit	3558	0.8127	0.8127	0.1021
90744at147550.cds.clipkit.FT.tre	90744at147550.cds.clipkit	1377	0.8454	0.8454	0.0564
9298at147550.cds.clipkit.FT.tre	9298at147550.cds.clipkit	3861	0.8641	0.8641	0.0445
96554at147550.cds.clipkit.FT.tre	96554at147550.cds.clipkit	3495	0.8857	0.8857	0.1097
86034at147550.cds.clipkit.FT.tre	86034at147550.cds.clipkit	1140	0.7853	0.7853	0.029
93317at147550.cds.clipkit.FT.tre	93317at147550.cds.clipkit	1980	0.8214	0.8214	0.0443
97124at147550.cds.clipkit.FT.tre	97124at147550.cds.clipkit	4587	0.8257	0.8257	0.0962
95251at147550.cds.clipkit.FT.tre	95251at147550.cds.clipkit	1056	0.8007	0.8007	0.0392
93079at147550.cds.clipkit.FT.tre	93079at147550.cds.clipkit	3312	0.8657	0.8657	0.0545
9839at147550.cds.clipkit.FT.tre	9839at147550.cds.clipkit	5865	0.8919	0.8919	0.0602
98392at147550.cds.clipkit.FT.tre	98392at147550.cds.clipkit	1029	0.7291	0.7291	0.0683
99282at147550.cds.clipkit.FT.tre	99282at147550.cds.clipkit	1005	0.7786	0.7786	0.0357
100789at147550.cds.clipkit.FT.tre	100789at147550.cds.clipkit	807	0.7311	0.7311	0.018
98229at147550.cds.clipkit.FT.tre	98229at147550.cds.clipkit	651	0.7639	0.7639	0.0411
99307at147550.cds.clipkit.FT.tre	99307at147550.cds.clipkit	2091	0.8884	0.8884	0.1712
98293at147550.cds.clipkit.FT.tre	98293at147550.cds.clipkit	594	0.7771	0.7771	0.0298
100854at147550.cds.clipkit.FT.tre	100854at147550.cds.clipkit	2559	0.8077	0.8077	0.0334
10101at147550.cds.clipkit.FT.tre	10101at147550.cds.clipkit	8415	0.88	0.88	0.0827
100997at147550.cds.clipkit.FT.tre	100997at147550.cds.clipkit	1092	0.7419	0.7419	0.057
101232at147550.cds.clipkit.FT.tre	101232at147550.cds.clipkit	1176	0.7333	0.7333	0.0651
101268at147550.cds.clipkit.FT.tre	101268at147550.cds.clipkit	711	0.713	0.713	0.0264
1014at147550.cds.clipkit.FT.tre	1014at147550.cds.clipkit	6663	0.8929	0.8929	0.0269
101310at147550.cds.clipkit.FT.tre	101310at147550.cds.clipkit	2418	0.8387	0.8387	0.0552
101636at147550.cds.clipkit.FT.tre	101636at147550.cds.clipkit	2679	0.8313	0.8313	0.05
