TREE	ALN	ALNLEN	mean_BSS	median_BSS	evoRate
93043at147550.aa.clipkit.FT.tre	93043at147550.aa.clipkit	176	0.591	0.591	0.0129
87395at147550.aa.clipkit.FT.tre	87395at147550.aa.clipkit	714	0.8246	0.8246	0.5983
84547at147550.aa.clipkit.FT.tre	84547at147550.aa.clipkit	368	0.7506	0.7506	0.1693
87049at147550.aa.clipkit.FT.tre	87049at147550.aa.clipkit	222	0.5644	0.5644	0.0115
85605at147550.aa.clipkit.FT.tre	85605at147550.aa.clipkit	556	0.7722	0.7722	0.1399
90149at147550.aa.clipkit.FT.tre	90149at147550.aa.clipkit	347	0.7119	0.7119	0.1063
83508at147550.aa.clipkit.FT.tre	83508at147550.aa.clipkit	357	0.6625	0.6625	0.0427
88223at147550.aa.clipkit.FT.tre	88223at147550.aa.clipkit	272	0.627	0.627	0.032
87601at147550.aa.clipkit.FT.tre	87601at147550.aa.clipkit	418	0.8086	0.8086	0.1058
88954at147550.aa.clipkit.FT.tre	88954at147550.aa.clipkit	210	0.5942	0.5942	0.0135
87232at147550.aa.clipkit.FT.tre	87232at147550.aa.clipkit	337	0.6617	0.6617	0.09
83805at147550.aa.clipkit.FT.tre	83805at147550.aa.clipkit	293	0.6603	0.6603	0.0587
93670at147550.aa.clipkit.FT.tre	93670at147550.aa.clipkit	369	0.766	0.766	0.037
77406at147550.aa.clipkit.FT.tre	77406at147550.aa.clipkit	563	0.7909	0.7909	0.1224
82666at147550.aa.clipkit.FT.tre	82666at147550.aa.clipkit	589	0.7297	0.7297	0.0806
93457at147550.aa.clipkit.FT.tre	93457at147550.aa.clipkit	294	0.7305	0.7305	0.1475
90557at147550.aa.clipkit.FT.tre	90557at147550.aa.clipkit	322	0.6998	0.6998	0.073
86626at147550.aa.clipkit.FT.tre	86626at147550.aa.clipkit	247	0.6278	0.6278	0.0215
78877at147550.aa.clipkit.FT.tre	78877at147550.aa.clipkit	277	0.6941	0.6941	0.0226
79901at147550.aa.clipkit.FT.tre	79901at147550.aa.clipkit	286	0.6486	0.6486	0.0521
86712at147550.aa.clipkit.FT.tre	86712at147550.aa.clipkit	364	0.7249	0.7249	0.055
8176at147550.aa.clipkit.FT.tre	8176at147550.aa.clipkit	1631	0.8806	0.8806	0.1073
8173at147550.aa.clipkit.FT.tre	8173at147550.aa.clipkit	1144	0.8323	0.8323	0.069
76271at147550.aa.clipkit.FT.tre	76271at147550.aa.clipkit	298	0.6209	0.6209	0.0124
9270at147550.aa.clipkit.FT.tre	9270at147550.aa.clipkit	1178	0.7728	0.7728	0.0427
90679at147550.aa.clipkit.FT.tre	90679at147550.aa.clipkit	254	0.6898	0.6898	0.035
87514at147550.aa.clipkit.FT.tre	87514at147550.aa.clipkit	264	0.6718	0.6718	0.0348
91636at147550.aa.clipkit.FT.tre	91636at147550.aa.clipkit	293	0.7046	0.7046	0.0756
94547at147550.aa.clipkit.FT.tre	94547at147550.aa.clipkit	535	0.7154	0.7154	0.1814
94924at147550.aa.clipkit.FT.tre	94924at147550.aa.clipkit	366	0.7403	0.7403	0.2972
97245at147550.aa.clipkit.FT.tre	97245at147550.aa.clipkit	348	0.6529	0.6529	0.0276
96107at147550.aa.clipkit.FT.tre	96107at147550.aa.clipkit	164	0.6597	0.6597	0.0099
99020at147550.aa.clipkit.FT.tre	99020at147550.aa.clipkit	314	0.6798	0.6798	0.0826
96207at147550.aa.clipkit.FT.tre	96207at147550.aa.clipkit	231	0.6583	0.6583	0.0309
97006at147550.aa.clipkit.FT.tre	97006at147550.aa.clipkit	475	0.7664	0.7664	0.1651
104925at147550.aa.clipkit.FT.tre	104925at147550.aa.clipkit	357	0.6805	0.6805	0.1545
101286at147550.aa.clipkit.FT.tre	101286at147550.aa.clipkit	256	0.6654	0.6654	0.0625
100368at147550.aa.clipkit.FT.tre	100368at147550.aa.clipkit	131	0.6648	0.6648	0.0188
101478at147550.aa.clipkit.FT.tre	101478at147550.aa.clipkit	516	0.802	0.802	0.1561
107270at147550.aa.clipkit.FT.tre	107270at147550.aa.clipkit	91	0.6923	0.6923	0.0269
104381at147550.aa.clipkit.FT.tre	104381at147550.aa.clipkit	222	0.634	0.634	0.0406
104558at147550.aa.clipkit.FT.tre	104558at147550.aa.clipkit	115	0.6937	0.6937	0.0303
102181at147550.aa.clipkit.FT.tre	102181at147550.aa.clipkit	173	0.6954	0.6954	0.0118
102875at147550.aa.clipkit.FT.tre	102875at147550.aa.clipkit	152	0.6093	0.6093	0.0257
103384at147550.aa.clipkit.FT.tre	103384at147550.aa.clipkit	136	0.6066	0.6066	0.0277
101747at147550.aa.clipkit.FT.tre	101747at147550.aa.clipkit	223	0.7016	0.7016	0.043
97405at147550.aa.clipkit.FT.tre	97405at147550.aa.clipkit	406	0.7039	0.7039	0.034
101845at147550.aa.clipkit.FT.tre	101845at147550.aa.clipkit	245	0.7016	0.7016	0.0797
101180at147550.aa.clipkit.FT.tre	101180at147550.aa.clipkit	941	0.8063	0.8063	0.4181
106812at147550.aa.clipkit.FT.tre	106812at147550.aa.clipkit	145	0.6544	0.6544	0.0274
103286at147550.aa.clipkit.FT.tre	103286at147550.aa.clipkit	197	0.6341	0.6341	0.0327
102299at147550.aa.clipkit.FT.tre	102299at147550.aa.clipkit	238	0.7841	0.7841	0.1417
97792at147550.aa.clipkit.FT.tre	97792at147550.aa.clipkit	312	0.6638	0.6638	0.0563
100586at147550.aa.clipkit.FT.tre	100586at147550.aa.clipkit	178	0.6416	0.6416	0.0595
103078at147550.aa.clipkit.FT.tre	103078at147550.aa.clipkit	158	0.6243	0.6243	0.0217
100765at147550.aa.clipkit.FT.tre	100765at147550.aa.clipkit	208	0.6281	0.6281	0.0259
100468at147550.aa.clipkit.FT.tre	100468at147550.aa.clipkit	139	0.7162	0.7162	0.0024
103238at147550.aa.clipkit.FT.tre	103238at147550.aa.clipkit	175	0.6563	0.6563	0.036
104283at147550.aa.clipkit.FT.tre	104283at147550.aa.clipkit	139	0.6514	0.6514	0.0295
101268at147550.aa.clipkit.FT.tre	101268at147550.aa.clipkit	131	0.6927	0.6927	0.0272
100478at147550.aa.clipkit.FT.tre	100478at147550.aa.clipkit	1258	0.8028	0.8028	0.6665
102209at147550.aa.clipkit.FT.tre	102209at147550.aa.clipkit	146	0.6011	0.6011	0.0304
105078at147550.aa.clipkit.FT.tre	105078at147550.aa.clipkit	229	0.6949	0.6949	0.0737
100854at147550.aa.clipkit.FT.tre	100854at147550.aa.clipkit	300	0.657	0.657	0.0445
105837at147550.aa.clipkit.FT.tre	105837at147550.aa.clipkit	156	0.6727	0.6727	0.0239
103085at147550.aa.clipkit.FT.tre	103085at147550.aa.clipkit	169	0.7309	0.7309	0.0042
101582at147550.aa.clipkit.FT.tre	101582at147550.aa.clipkit	169	0.6122	0.6122	0.034
10520at147550.aa.clipkit.FT.tre	10520at147550.aa.clipkit	898	0.71	0.71	0.0183
104765at147550.aa.clipkit.FT.tre	104765at147550.aa.clipkit	175	0.6777	0.6777	0.0403
105186at147550.aa.clipkit.FT.tre	105186at147550.aa.clipkit	91	0.6839	0.6839	0.0099
104854at147550.aa.clipkit.FT.tre	104854at147550.aa.clipkit	128	0.6808	0.6808	0.0066
107371at147550.aa.clipkit.FT.tre	107371at147550.aa.clipkit	88	0.7484	0.7484	0.0059
106167at147550.aa.clipkit.FT.tre	106167at147550.aa.clipkit	96	0.618	0.618	0.0203
104467at147550.aa.clipkit.FT.tre	104467at147550.aa.clipkit	135	0.6501	0.6501	0.0287
106968at147550.aa.clipkit.FT.tre	106968at147550.aa.clipkit	148	0.6087	0.6087	0.0387
107368at147550.aa.clipkit.FT.tre	107368at147550.aa.clipkit	222	0.6478	0.6478	0.0742
9859at147550.aa.clipkit.FT.tre	9859at147550.aa.clipkit	877	0.7156	0.7156	0.0311
106380at147550.aa.clipkit.FT.tre	106380at147550.aa.clipkit	179	0.7303	0.7303	0.0381
104378at147550.aa.clipkit.FT.tre	104378at147550.aa.clipkit	444	0.8176	0.8176	0.1956
106277at147550.aa.clipkit.FT.tre	106277at147550.aa.clipkit	217	0.7066	0.7066	0.0712
105920at147550.aa.clipkit.FT.tre	105920at147550.aa.clipkit	270	0.7349	0.7349	0.1235
102387at147550.aa.clipkit.FT.tre	102387at147550.aa.clipkit	341	0.7019	0.7019	0.0695
106570at147550.aa.clipkit.FT.tre	106570at147550.aa.clipkit	225	0.6551	0.6551	0.0517
106582at147550.aa.clipkit.FT.tre	106582at147550.aa.clipkit	244	0.7339	0.7339	0.1096
106689at147550.aa.clipkit.FT.tre	106689at147550.aa.clipkit	106	0.635	0.635	0.0361
100187at147550.aa.clipkit.FT.tre	100187at147550.aa.clipkit	273	0.6697	0.6697	0.0663
105766at147550.aa.clipkit.FT.tre	105766at147550.aa.clipkit	87	0.7579	0.7579	0.0042
106851at147550.aa.clipkit.FT.tre	106851at147550.aa.clipkit	289	0.7546	0.7546	0.0704
105177at147550.aa.clipkit.FT.tre	105177at147550.aa.clipkit	263	0.6962	0.6962	0.0673
105745at147550.aa.clipkit.FT.tre	105745at147550.aa.clipkit	323	0.7896	0.7896	0.1266
10348at147550.aa.clipkit.FT.tre	10348at147550.aa.clipkit	867	0.7793	0.7793	0.037
106777at147550.aa.clipkit.FT.tre	106777at147550.aa.clipkit	380	0.784	0.784	0.1624
107386at147550.aa.clipkit.FT.tre	107386at147550.aa.clipkit	727	0.7544	0.7544	0.3702
107476at147550.aa.clipkit.FT.tre	107476at147550.aa.clipkit	95	0.8358	0.8358	0.0248
107568at147550.aa.clipkit.FT.tre	107568at147550.aa.clipkit	143	0.6495	0.6495	0.0632
11472at147550.aa.clipkit.FT.tre	11472at147550.aa.clipkit	1035	0.7006	0.7006	0.0236
11109at147550.aa.clipkit.FT.tre	11109at147550.aa.clipkit	1219	0.8312	0.8312	0.233
108563at147550.aa.clipkit.FT.tre	108563at147550.aa.clipkit	343	0.7833	0.7833	0.1609
11368at147550.aa.clipkit.FT.tre	11368at147550.aa.clipkit	1099	0.7951	0.7951	0.0901
110587at147550.aa.clipkit.FT.tre	110587at147550.aa.clipkit	125	0.663	0.663	0.0332
108752at147550.aa.clipkit.FT.tre	108752at147550.aa.clipkit	206	0.7029	0.7029	0.0955
10912at147550.aa.clipkit.FT.tre	10912at147550.aa.clipkit	1048	0.7447	0.7447	0.0299
107985at147550.aa.clipkit.FT.tre	107985at147550.aa.clipkit	118	0.6567	0.6567	0.0218
108638at147550.aa.clipkit.FT.tre	108638at147550.aa.clipkit	135	0.753	0.753	0.1723
1198at147550.aa.clipkit.FT.tre	1198at147550.aa.clipkit	1859	0.8269	0.8269	0.0976
14399at147550.aa.clipkit.FT.tre	14399at147550.aa.clipkit	1287	0.7856	0.7856	0.0427
14682at147550.aa.clipkit.FT.tre	14682at147550.aa.clipkit	828	0.775	0.775	0.0518
108245at147550.aa.clipkit.FT.tre	108245at147550.aa.clipkit	135	0.6386	0.6386	0.0804
107762at147550.aa.clipkit.FT.tre	107762at147550.aa.clipkit	124	0.6584	0.6584	0.035
108755at147550.aa.clipkit.FT.tre	108755at147550.aa.clipkit	102	0.6121	0.6121	0.0171
110208at147550.aa.clipkit.FT.tre	110208at147550.aa.clipkit	79	0.6772	0.6772	0.0146
12608at147550.aa.clipkit.FT.tre	12608at147550.aa.clipkit	796	0.7298	0.7298	0.0425
108510at147550.aa.clipkit.FT.tre	108510at147550.aa.clipkit	124	0.6089	0.6089	0.0252
11834at147550.aa.clipkit.FT.tre	11834at147550.aa.clipkit	1611	0.8249	0.8249	0.082
107682at147550.aa.clipkit.FT.tre	107682at147550.aa.clipkit	221	0.6708	0.6708	0.0447
14689at147550.aa.clipkit.FT.tre	14689at147550.aa.clipkit	1014	0.82	0.82	0.1279
13748at147550.aa.clipkit.FT.tre	13748at147550.aa.clipkit	844	0.7621	0.7621	0.0253
12880at147550.aa.clipkit.FT.tre	12880at147550.aa.clipkit	1077	0.7561	0.7561	0.1158
12844at147550.aa.clipkit.FT.tre	12844at147550.aa.clipkit	936	0.7683	0.7683	0.0684
110385at147550.aa.clipkit.FT.tre	110385at147550.aa.clipkit	772	0.787	0.787	0.076
12681at147550.aa.clipkit.FT.tre	12681at147550.aa.clipkit	931	0.7816	0.7816	0.1233
14820at147550.aa.clipkit.FT.tre	14820at147550.aa.clipkit	902	0.6593	0.6593	0.0286
14538at147550.aa.clipkit.FT.tre	14538at147550.aa.clipkit	913	0.7098	0.7098	0.0409
109023at147550.aa.clipkit.FT.tre	109023at147550.aa.clipkit	192	0.6499	0.6499	0.0799
14248at147550.aa.clipkit.FT.tre	14248at147550.aa.clipkit	879	0.7412	0.7412	0.0282
15727at147550.aa.clipkit.FT.tre	15727at147550.aa.clipkit	950	0.7573	0.7573	0.0473
12874at147550.aa.clipkit.FT.tre	12874at147550.aa.clipkit	917	0.818	0.818	0.1333
13558at147550.aa.clipkit.FT.tre	13558at147550.aa.clipkit	880	0.6931	0.6931	0.0158
14616at147550.aa.clipkit.FT.tre	14616at147550.aa.clipkit	1656	0.8593	0.8593	0.1505
13085at147550.aa.clipkit.FT.tre	13085at147550.aa.clipkit	757	0.7138	0.7138	0.0267
14782at147550.aa.clipkit.FT.tre	14782at147550.aa.clipkit	731	0.7535	0.7535	0.0582
15068at147550.aa.clipkit.FT.tre	15068at147550.aa.clipkit	711	0.7503	0.7503	0.0358
11058at147550.aa.clipkit.FT.tre	11058at147550.aa.clipkit	1082	0.7977	0.7977	0.1242
14742at147550.aa.clipkit.FT.tre	14742at147550.aa.clipkit	1056	0.689	0.689	0.1218
15763at147550.aa.clipkit.FT.tre	15763at147550.aa.clipkit	1152	0.7918	0.7918	0.1058
11773at147550.aa.clipkit.FT.tre	11773at147550.aa.clipkit	1247	0.8265	0.8265	0.111
12856at147550.aa.clipkit.FT.tre	12856at147550.aa.clipkit	719	0.7222	0.7222	0.0233
110872at147550.aa.clipkit.FT.tre	110872at147550.aa.clipkit	387	0.7024	0.7024	0.142
111057at147550.aa.clipkit.FT.tre	111057at147550.aa.clipkit	92	0.5733	0.5733	0.0119
14287at147550.aa.clipkit.FT.tre	14287at147550.aa.clipkit	728	0.6593	0.6593	0.0185
12577at147550.aa.clipkit.FT.tre	12577at147550.aa.clipkit	938	0.7738	0.7738	0.0896
15009at147550.aa.clipkit.FT.tre	15009at147550.aa.clipkit	1092	0.8219	0.8219	0.2548
15864at147550.aa.clipkit.FT.tre	15864at147550.aa.clipkit	1055	0.7787	0.7787	0.0408
110308at147550.aa.clipkit.FT.tre	110308at147550.aa.clipkit	145	0.7053	0.7053	0.1554
108736at147550.aa.clipkit.FT.tre	108736at147550.aa.clipkit	86	0.5216	0.5216	0.0147
15764at147550.aa.clipkit.FT.tre	15764at147550.aa.clipkit	1332	0.7614	0.7614	0.0673
15855at147550.aa.clipkit.FT.tre	15855at147550.aa.clipkit	1069	0.7637	0.7637	0.0649
11657at147550.aa.clipkit.FT.tre	11657at147550.aa.clipkit	930	0.6424	0.6424	0.0077
13608at147550.aa.clipkit.FT.tre	13608at147550.aa.clipkit	814	0.7629	0.7629	0.0466
15368at147550.aa.clipkit.FT.tre	15368at147550.aa.clipkit	808	0.6675	0.6675	0.0256
16168at147550.aa.clipkit.FT.tre	16168at147550.aa.clipkit	1071	0.7773	0.7773	0.0459
15853at147550.aa.clipkit.FT.tre	15853at147550.aa.clipkit	750	0.6868	0.6868	0.0221
15825at147550.aa.clipkit.FT.tre	15825at147550.aa.clipkit	1063	0.7944	0.7944	0.0431
15090at147550.aa.clipkit.FT.tre	15090at147550.aa.clipkit	830	0.7041	0.7041	0.0334
16258at147550.aa.clipkit.FT.tre	16258at147550.aa.clipkit	1045	0.8632	0.8632	0.2493
15716at147550.aa.clipkit.FT.tre	15716at147550.aa.clipkit	917	0.785	0.785	0.0657
16476at147550.aa.clipkit.FT.tre	16476at147550.aa.clipkit	944	0.7965	0.7965	0.1144
16766at147550.aa.clipkit.FT.tre	16766at147550.aa.clipkit	1267	0.8382	0.8382	0.193
16774at147550.aa.clipkit.FT.tre	16774at147550.aa.clipkit	884	0.8541	0.8541	0.1187
17307at147550.aa.clipkit.FT.tre	17307at147550.aa.clipkit	1260	0.8098	0.8098	0.132
21008at147550.aa.clipkit.FT.tre	21008at147550.aa.clipkit	1010	0.7942	0.7942	0.0529
17648at147550.aa.clipkit.FT.tre	17648at147550.aa.clipkit	822	0.819	0.819	0.098
16854at147550.aa.clipkit.FT.tre	16854at147550.aa.clipkit	692	0.7869	0.7869	0.0767
17584at147550.aa.clipkit.FT.tre	17584at147550.aa.clipkit	1031	0.8326	0.8326	0.1518
18116at147550.aa.clipkit.FT.tre	18116at147550.aa.clipkit	1432	0.7159	0.7159	0.107
17221at147550.aa.clipkit.FT.tre	17221at147550.aa.clipkit	1165	0.7225	0.7225	0.0352
16879at147550.aa.clipkit.FT.tre	16879at147550.aa.clipkit	697	0.6677	0.6677	0.0129
17765at147550.aa.clipkit.FT.tre	17765at147550.aa.clipkit	836	0.8147	0.8147	0.29
19960at147550.aa.clipkit.FT.tre	19960at147550.aa.clipkit	621	0.7537	0.7537	0.0313
2191at147550.aa.clipkit.FT.tre	2191at147550.aa.clipkit	2037	0.821	0.821	0.0918
17586at147550.aa.clipkit.FT.tre	17586at147550.aa.clipkit	1102	0.8	0.8	0.0645
20092at147550.aa.clipkit.FT.tre	20092at147550.aa.clipkit	736	0.7479	0.7479	0.0187
17008at147550.aa.clipkit.FT.tre	17008at147550.aa.clipkit	1549	0.7828	0.7828	0.0428
1775at147550.aa.clipkit.FT.tre	1775at147550.aa.clipkit	1957	0.8634	0.8634	0.0776
22570at147550.aa.clipkit.FT.tre	22570at147550.aa.clipkit	652	0.7299	0.7299	0.0788
17471at147550.aa.clipkit.FT.tre	17471at147550.aa.clipkit	579	0.7595	0.7595	0.0247
22585at147550.aa.clipkit.FT.tre	22585at147550.aa.clipkit	879	0.7636	0.7636	0.1985
17171at147550.aa.clipkit.FT.tre	17171at147550.aa.clipkit	814	0.68	0.68	0.0224
24078at147550.aa.clipkit.FT.tre	24078at147550.aa.clipkit	1207	0.8394	0.8394	0.092
2048at147550.aa.clipkit.FT.tre	2048at147550.aa.clipkit	1655	0.7806	0.7806	0.0288
23846at147550.aa.clipkit.FT.tre	23846at147550.aa.clipkit	690	0.7422	0.7422	0.0281
21806at147550.aa.clipkit.FT.tre	21806at147550.aa.clipkit	1118	0.7833	0.7833	0.1322
1920at147550.aa.clipkit.FT.tre	1920at147550.aa.clipkit	1918	0.8488	0.8488	0.1438
17536at147550.aa.clipkit.FT.tre	17536at147550.aa.clipkit	1308	0.8666	0.8666	0.2985
19149at147550.aa.clipkit.FT.tre	19149at147550.aa.clipkit	793	0.6775	0.6775	0.0124
1817at147550.aa.clipkit.FT.tre	1817at147550.aa.clipkit	1647	0.7665	0.7665	0.023
22834at147550.aa.clipkit.FT.tre	22834at147550.aa.clipkit	572	0.7156	0.7156	0.0352
17448at147550.aa.clipkit.FT.tre	17448at147550.aa.clipkit	646	0.7392	0.7392	0.0241
21278at147550.aa.clipkit.FT.tre	21278at147550.aa.clipkit	709	0.7286	0.7286	0.0169
20980at147550.aa.clipkit.FT.tre	20980at147550.aa.clipkit	881	0.7678	0.7678	0.0271
17776at147550.aa.clipkit.FT.tre	17776at147550.aa.clipkit	1215	0.731	0.731	0.2841
22076at147550.aa.clipkit.FT.tre	22076at147550.aa.clipkit	546	0.6332	0.6332	0.012
21628at147550.aa.clipkit.FT.tre	21628at147550.aa.clipkit	1153	0.8234	0.8234	0.2131
21801at147550.aa.clipkit.FT.tre	21801at147550.aa.clipkit	960	0.7546	0.7546	0.0801
17285at147550.aa.clipkit.FT.tre	17285at147550.aa.clipkit	846	0.8361	0.8361	0.2222
18788at147550.aa.clipkit.FT.tre	18788at147550.aa.clipkit	970	0.723	0.723	0.0408
20577at147550.aa.clipkit.FT.tre	20577at147550.aa.clipkit	604	0.689	0.689	0.0162
20681at147550.aa.clipkit.FT.tre	20681at147550.aa.clipkit	705	0.6955	0.6955	0.0221
23186at147550.aa.clipkit.FT.tre	23186at147550.aa.clipkit	512	0.6795	0.6795	0.0221
23687at147550.aa.clipkit.FT.tre	23687at147550.aa.clipkit	552	0.7268	0.7268	0.0041
19988at147550.aa.clipkit.FT.tre	19988at147550.aa.clipkit	1001	0.8557	0.8557	0.2871
23866at147550.aa.clipkit.FT.tre	23866at147550.aa.clipkit	1194	0.7869	0.7869	0.096
23722at147550.aa.clipkit.FT.tre	23722at147550.aa.clipkit	845	0.6817	0.6817	0.0332
20284at147550.aa.clipkit.FT.tre	20284at147550.aa.clipkit	767	0.7225	0.7225	0.051
23281at147550.aa.clipkit.FT.tre	23281at147550.aa.clipkit	1123	0.7935	0.7935	0.1497
25380at147550.aa.clipkit.FT.tre	25380at147550.aa.clipkit	827	0.8048	0.8048	0.1405
24658at147550.aa.clipkit.FT.tre	24658at147550.aa.clipkit	560	0.6687	0.6687	0.0168
17689at147550.aa.clipkit.FT.tre	17689at147550.aa.clipkit	881	0.6901	0.6901	0.0613
20847at147550.aa.clipkit.FT.tre	20847at147550.aa.clipkit	861	0.778	0.778	0.061
24586at147550.aa.clipkit.FT.tre	24586at147550.aa.clipkit	748	0.7568	0.7568	0.0603
24999at147550.aa.clipkit.FT.tre	24999at147550.aa.clipkit	639	0.7705	0.7705	0.0441
18650at147550.aa.clipkit.FT.tre	18650at147550.aa.clipkit	709	0.7123	0.7123	0.0334
23567at147550.aa.clipkit.FT.tre	23567at147550.aa.clipkit	1191	0.7994	0.7994	0.2121
22758at147550.aa.clipkit.FT.tre	22758at147550.aa.clipkit	1289	0.7692	0.7692	0.0781
20174at147550.aa.clipkit.FT.tre	20174at147550.aa.clipkit	699	0.758	0.758	0.0882
23004at147550.aa.clipkit.FT.tre	23004at147550.aa.clipkit	547	0.7116	0.7116	0.0502
20378at147550.aa.clipkit.FT.tre	20378at147550.aa.clipkit	724	0.6994	0.6994	0.073
23010at147550.aa.clipkit.FT.tre	23010at147550.aa.clipkit	565	0.6961	0.6961	0.014
2538at147550.aa.clipkit.FT.tre	2538at147550.aa.clipkit	1415	0.7676	0.7676	0.0355
24850at147550.aa.clipkit.FT.tre	24850at147550.aa.clipkit	651	0.6574	0.6574	0.0365
25518at147550.aa.clipkit.FT.tre	25518at147550.aa.clipkit	1086	0.7465	0.7465	0.0338
25575at147550.aa.clipkit.FT.tre	25575at147550.aa.clipkit	540	0.7185	0.7185	0.0153
28998at147550.aa.clipkit.FT.tre	28998at147550.aa.clipkit	820	0.7851	0.7851	0.0606
29772at147550.aa.clipkit.FT.tre	29772at147550.aa.clipkit	855	0.7981	0.7981	0.1093
25737at147550.aa.clipkit.FT.tre	25737at147550.aa.clipkit	881	0.7592	0.7592	0.0846
25763at147550.aa.clipkit.FT.tre	25763at147550.aa.clipkit	581	0.7659	0.7659	0.0589
25783at147550.aa.clipkit.FT.tre	25783at147550.aa.clipkit	689	0.652	0.652	0.0237
28504at147550.aa.clipkit.FT.tre	28504at147550.aa.clipkit	974	0.7643	0.7643	0.0705
28606at147550.aa.clipkit.FT.tre	28606at147550.aa.clipkit	1706	0.7525	0.7525	0.3084
28172at147550.aa.clipkit.FT.tre	28172at147550.aa.clipkit	558	0.7327	0.7327	0.018
25800at147550.aa.clipkit.FT.tre	25800at147550.aa.clipkit	550	0.7402	0.7402	0.0331
30368at147550.aa.clipkit.FT.tre	30368at147550.aa.clipkit	670	0.7146	0.7146	0.0351
25738at147550.aa.clipkit.FT.tre	25738at147550.aa.clipkit	790	0.7963	0.7963	0.0647
27814at147550.aa.clipkit.FT.tre	27814at147550.aa.clipkit	1172	0.7876	0.7876	0.3875
32578at147550.aa.clipkit.FT.tre	32578at147550.aa.clipkit	678	0.7157	0.7157	0.0537
30482at147550.aa.clipkit.FT.tre	30482at147550.aa.clipkit	527	0.7149	0.7149	0.0336
27586at147550.aa.clipkit.FT.tre	27586at147550.aa.clipkit	998	0.7884	0.7884	0.0789
30816at147550.aa.clipkit.FT.tre	30816at147550.aa.clipkit	669	0.8036	0.8036	0.2223
28130at147550.aa.clipkit.FT.tre	28130at147550.aa.clipkit	724	0.7138	0.7138	0.0228
26846at147550.aa.clipkit.FT.tre	26846at147550.aa.clipkit	761	0.7892	0.7892	0.1193
27618at147550.aa.clipkit.FT.tre	27618at147550.aa.clipkit	597	0.7494	0.7494	0.058
27007at147550.aa.clipkit.FT.tre	27007at147550.aa.clipkit	554	0.668	0.668	0.046
26580at147550.aa.clipkit.FT.tre	26580at147550.aa.clipkit	762	0.7619	0.7619	0.0378
30058at147550.aa.clipkit.FT.tre	30058at147550.aa.clipkit	552	0.6804	0.6804	0.0215
26725at147550.aa.clipkit.FT.tre	26725at147550.aa.clipkit	1304	0.8778	0.8778	0.2645
29668at147550.aa.clipkit.FT.tre	29668at147550.aa.clipkit	533	0.6672	0.6672	0.0229
2765at147550.aa.clipkit.FT.tre	2765at147550.aa.clipkit	1455	0.7242	0.7242	0.0169
32746at147550.aa.clipkit.FT.tre	32746at147550.aa.clipkit	734	0.79	0.79	0.0465
26788at147550.aa.clipkit.FT.tre	26788at147550.aa.clipkit	1553	0.6843	0.6843	0.2432
33286at147550.aa.clipkit.FT.tre	33286at147550.aa.clipkit	765	0.7396	0.7396	0.0877
3068at147550.aa.clipkit.FT.tre	3068at147550.aa.clipkit	1388	0.7353	0.7353	0.0467
27428at147550.aa.clipkit.FT.tre	27428at147550.aa.clipkit	621	0.7358	0.7358	0.0221
28133at147550.aa.clipkit.FT.tre	28133at147550.aa.clipkit	1350	0.8505	0.8505	0.3399
31185at147550.aa.clipkit.FT.tre	31185at147550.aa.clipkit	825	0.7839	0.7839	0.0375
2841at147550.aa.clipkit.FT.tre	2841at147550.aa.clipkit	1573	0.866	0.866	0.1109
30688at147550.aa.clipkit.FT.tre	30688at147550.aa.clipkit	773	0.7978	0.7978	0.0773
28655at147550.aa.clipkit.FT.tre	28655at147550.aa.clipkit	918	0.7612	0.7612	0.0468
26187at147550.aa.clipkit.FT.tre	26187at147550.aa.clipkit	809	0.7869	0.7869	0.0775
30578at147550.aa.clipkit.FT.tre	30578at147550.aa.clipkit	770	0.6994	0.6994	0.0481
33813at147550.aa.clipkit.FT.tre	33813at147550.aa.clipkit	1233	0.8696	0.8696	0.4937
32284at147550.aa.clipkit.FT.tre	32284at147550.aa.clipkit	700	0.7995	0.7995	0.0855
33775at147550.aa.clipkit.FT.tre	33775at147550.aa.clipkit	528	0.7116	0.7116	0.0443
35078at147550.aa.clipkit.FT.tre	35078at147550.aa.clipkit	462	0.6839	0.6839	0.0449
27160at147550.aa.clipkit.FT.tre	27160at147550.aa.clipkit	631	0.7659	0.7659	0.0522
32945at147550.aa.clipkit.FT.tre	32945at147550.aa.clipkit	519	0.6817	0.6817	0.0404
34083at147550.aa.clipkit.FT.tre	34083at147550.aa.clipkit	470	0.6845	0.6845	0.0134
35283at147550.aa.clipkit.FT.tre	35283at147550.aa.clipkit	711	0.7437	0.7437	0.0444
32233at147550.aa.clipkit.FT.tre	32233at147550.aa.clipkit	474	0.7508	0.7508	0.0199
34845at147550.aa.clipkit.FT.tre	34845at147550.aa.clipkit	531	0.683	0.683	0.0188
28134at147550.aa.clipkit.FT.tre	28134at147550.aa.clipkit	717	0.6732	0.6732	0.0263
32657at147550.aa.clipkit.FT.tre	32657at147550.aa.clipkit	744	0.7485	0.7485	0.1069
32837at147550.aa.clipkit.FT.tre	32837at147550.aa.clipkit	1162	0.819	0.819	0.1078
32906at147550.aa.clipkit.FT.tre	32906at147550.aa.clipkit	688	0.6688	0.6688	0.0314
35177at147550.aa.clipkit.FT.tre	35177at147550.aa.clipkit	507	0.6413	0.6413	0.02
